CoinID,Year,CoinType,Nation
18967,2002,10cent,French
18968,2002,10cent,French
18969,2002,10cent,French
18970,2002,20cent,French
18971,2002,20cent,French
18972,2002,50cent,French
18973,2002,50cent,French
18974,2002,50cent,French
18975,2002,1euro,French
18976,2002,2euro,French
18977,2002,2euro,French
18978,2002,2euro,French
18979,2002,1cent,French
18980,2002,1cent,French
18981,2002,1cent,French
18982,2002,1cent,French
18983,2002,1cent,French
18984,2002,1cent,French
18985,2002,1cent,French
18986,2002,1cent,French
18987,2002,2cent,French
18988,2002,2cent,French
18989,2002,2cent,French
18990,2002,2cent,French
18991,2002,2cent,French
18992,2002,5cent,French
18993,2002,5cent,French
18994,2002,5cent,French
18995,2002,5cent,French
18996,2002,5cent,French
18997,2002,5cent,French
18998,2002,5cent,French
18999,2002,5cent,French
19000,2002,5cent,French
19001,2002,5cent,French
19002,2002,5cent,French
19003,2002,10cent,French
19004,2002,10cent,French
19005,2002,10cent,French
19006,2002,10cent,French
19007,2002,10cent,French
19008,2002,10cent,French
19009,2002,20cent,French
19010,2002,20cent,French
19011,2002,50cent,French
19012,2002,50cent,French
19013,2002,50cent,French
19014,2002,1euro,French
19015,2002,2euro,French
19016,2002,2euro,French
19017,2002,2euro,French
19018,2002,1euro,French
19019,2002,1euro,French
19020,2002,2euro,French
19021,2002,1cent,French
19022,2002,1cent,French
19023,2002,1cent,French
19024,2002,2cent,French
19025,2002,2cent,French
19026,2002,2cent,French
19027,2002,5cent,French
19028,2002,5cent,French
19029,2002,10cent,French
19030,2002,10cent,French
19031,2002,10cent,French
19032,2002,10cent,French
19033,2002,20cent,French
19034,2002,20cent,French
19035,2002,20cent,French
19036,2002,20cent,French
19037,2002,20cent,French
19038,2002,20cent,French
19039,2002,1euro,French
19040,2002,1euro,French
19041,2002,1euro,French
19042,2002,1euro,French
19043,2002,1euro,French
19044,2002,2euro,French
19045,2002,2euro,French
19046,2002,1cent,French
19047,2002,2cent,French
19048,2002,5cent,French
19049,2002,10cent,French
19050,2002,10cent,French
19051,2002,20cent,French
19052,2002,50cent,French
19053,2002,2euro,French
19054,2002,1cent,French
19055,2002,1cent,French
19056,2002,1cent,French
19057,2002,5cent,French
19058,2002,10cent,French
19059,2002,20cent,French
19060,2002,20cent,French
19061,2002,1euro,French
19062,2002,2euro,French
19063,2002,1cent,French
19064,2002,2cent,French
19065,2002,2cent,French
19066,2002,5cent,French
19067,2002,10cent,French
19068,2002,20cent,French
19069,2002,1euro,French
19070,2002,10cent,French
19071,2002,10cent,French
19072,2002,20cent,French
19073,2002,50cent,French
19074,2002,1euro,French
19075,2002,1cent,French
19076,2002,2cent,French
19077,2002,5cent,French
19078,2002,10cent,French
19079,2002,10cent,French
19080,2002,20cent,French
19081,2002,1cent,French
19082,2002,1cent,French
19083,2002,1cent,French
19084,2002,2cent,French
19085,2002,2cent,French
19086,2002,5cent,French
19087,2002,5cent,French
19088,2002,20cent,French
19089,2002,20cent,French
19090,2002,20cent,French
19091,2002,1cent,French
19092,2002,1cent,French
19093,2002,1cent,French
19094,2002,1cent,French
19095,2002,2cent,French
19096,2002,2cent,French
19097,2002,2cent,French
19098,2002,2cent,French
19099,2002,5cent,French
19100,2002,5cent,French
19101,2002,5cent,French
19102,2002,10cent,French
19103,2002,10cent,French
19104,2002,20cent,French
19105,2002,20cent,French
19106,2002,20cent,French
19107,2002,20cent,French
19108,2002,50cent,French
19109,2002,50cent,French
19110,2002,1cent,French
19111,2002,1cent,French
19112,2002,1cent,French
19113,2002,2cent,French
19114,2002,2cent,French
19115,2002,2cent,French
19116,2002,10cent,French
19117,2002,10cent,French
19118,2002,20cent,French
19119,2002,20cent,French
19120,2002,20cent,French
19121,2002,50cent,French
19122,2002,1euro,French
19123,2002,2euro,French
19124,2002,2euro,French
19125,2002,2euro,French
19126,2002,5cent,French
19127,2002,5cent,French
19128,2002,20cent,French
19129,2002,20cent,French
19130,2002,20cent,French
19131,2002,20cent,French
19132,2002,20cent,French
19133,2002,1cent,French
19134,2002,1cent,French
19135,2002,1cent,French
19136,2002,1cent,French
19137,2002,1cent,French
19138,2002,1cent,French
19139,2002,1cent,French
19140,2002,1cent,French
19141,2002,2cent,French
19142,2002,2cent,French
19143,2002,2cent,French
19144,2002,2cent,French
19145,2002,2cent,French
19146,2002,5cent,French
19147,2002,5cent,French
19148,2002,5cent,French
19149,2002,5cent,French
19150,2002,5cent,French
19151,2002,20cent,French
19152,2002,20cent,French
19153,2002,50cent,French
19154,2002,1euro,French
19155,2002,1cent,French
19156,2002,1cent,French
19157,2002,1cent,French
19158,2002,2cent,French
19159,2002,2cent,French
19160,2002,2cent,French
19161,2002,20cent,French
19162,2002,20cent,French
19163,2002,50cent,French
19164,2002,50cent,French
19165,2002,2euro,French
19166,2002,2euro,French
19167,2002,2euro,French
19168,2002,1cent,French
19169,2002,1cent,French
19170,2002,1cent,French
19171,2002,1cent,French
19172,2002,1cent,French
19173,2002,1cent,French
19174,2002,1cent,French
19175,2002,1cent,French
19176,2002,1cent,French
19177,2002,1cent,French
19178,2002,1cent,French
19179,2002,1cent,French
19180,2002,1cent,French
19181,2002,1cent,French
19182,2002,1cent,French
19183,2002,2cent,French
19184,2002,2cent,French
19185,2002,2cent,French
19186,2002,2cent,French
19187,2002,2cent,French
19188,2002,2cent,French
19189,2002,2cent,French
19190,2002,2cent,French
19191,2002,2cent,French
19192,2002,2cent,French
19193,2002,2cent,French
19194,2002,2cent,French
19195,2002,2cent,French
19196,2002,2cent,French
19197,2002,1cent,French
19198,2002,1cent,French
19199,2002,1cent,French
19200,2002,1cent,French
19201,2002,1cent,French
19202,2002,1cent,French
19203,2002,1cent,French
19204,2002,1cent,French
19205,2002,1cent,French
19206,2002,2cent,French
19207,2002,2cent,French
19208,2002,2cent,French
19209,2002,2cent,French
19210,2002,2cent,French
19211,2002,2cent,French
19212,2002,2cent,French
19213,2002,2cent,French
19214,2002,2cent,French
19215,2002,2cent,French
19216,2002,5cent,French
19217,2002,5cent,French
19218,2002,5cent,French
19219,2002,5cent,French
19220,2002,5cent,French
19221,2002,5cent,French
19222,2002,10cent,French
19223,2002,10cent,French
19224,2002,10cent,French
19225,2002,10cent,French
19226,2002,10cent,French
19227,2002,10cent,French
19228,2002,20cent,French
19229,2002,20cent,French
19230,2002,50cent,French
19231,2002,50cent,French
19232,2002,50cent,French
19233,2002,1euro,French
19234,2002,2euro,French
19235,2002,1cent,French
19236,2002,2cent,French
19237,2002,2cent,French
19238,2002,5cent,French
19239,2002,5cent,French
19240,2002,10cent,French
19241,2002,10cent,French
19242,2002,10cent,French
19243,2002,10cent,French
19244,2002,20cent,French
19245,2002,50cent,French
19246,2002,1euro,French
19247,2002,1euro,French
19248,2002,1euro,French
19249,2002,2euro,French
19250,2002,2euro,French
19251,2002,2euro,French
19252,2002,10cent,French
19253,2002,10cent,French
19254,2002,10cent,French
19255,2002,10cent,French
19256,2002,10cent,French
19257,2002,20cent,French
19258,2002,20cent,French
19259,2002,20cent,French
19260,2002,1euro,French
19261,2002,1euro,French
19262,2002,2euro,French
19263,2002,2euro,French
19264,2002,2euro,French
19265,2002,10cent,French
19266,2002,10cent,French
19267,2002,10cent,French
19268,2002,20cent,French
19269,2002,20cent,French
19270,2002,20cent,French
19271,2002,20cent,French
19272,2002,20cent,French
19273,2002,20cent,French
19274,2002,20cent,French
19275,2002,50cent,French
19276,2002,50cent,French
19277,2002,50cent,French
19278,2002,1euro,French
19279,2002,1euro,French
19280,2002,1euro,French
19281,2002,1euro,French
19282,2002,1euro,French
19283,2002,2euro,French
19284,2002,2euro,French
19285,2002,2euro,French
19286,2002,50cent,French
19287,2002,50cent,French
19288,2002,50cent,French
19289,2002,50cent,French
19290,2002,1euro,French
19291,2002,1euro,French
19292,2002,1euro,French
19293,2002,1euro,French
19294,2002,1euro,French
19295,2002,1euro,French
19296,2002,2euro,French
19297,2002,2euro,French
19298,2002,2euro,French
19299,2002,50cent,French
19300,2002,50cent,French
19301,2002,50cent,French
19302,2002,1euro,French
19303,2002,1euro,French
19304,2002,1euro,French
19305,2002,2euro,French
19306,2002,2euro,French
19307,2002,20cent,French
19308,2002,20cent,French
19309,2002,20cent,French
19310,2002,1euro,French
19311,2002,1euro,French
19312,2002,1euro,French
19313,2002,1euro,French
19314,2002,1euro,French
19315,2002,2euro,French
19316,2002,2euro,French
19317,2002,50cent,French
19318,2002,50cent,French
19319,2002,50cent,French
19320,2002,1euro,French
19321,2002,1euro,French
19322,2002,1euro,French
19323,2002,1euro,French
19324,2002,2euro,French
19325,2002,2euro,French
19326,2002,2euro,French
19327,2002,2euro,French
19328,2002,10cent,French
19329,2002,10cent,French
19330,2002,10cent,French
19331,2002,20cent,French
19332,2002,20cent,French
19333,2002,50cent,French
19334,2002,50cent,French
19335,2002,50cent,French
19336,2002,50cent,French
19337,2002,50cent,French
19338,2002,1euro,French
19339,2002,1euro,French
19340,2002,1euro,French
19341,2002,1euro,French
19342,2002,1euro,French
19343,2002,1euro,French
19344,2002,2euro,French
19345,2002,2euro,French
19346,2002,2cent,French
19347,2002,2cent,French
19348,2002,2cent,French
19349,2002,2cent,French
19350,2002,2cent,French
19351,2002,2cent,French
19352,2002,5cent,French
19353,2002,5cent,French
19354,2002,5cent,French
19355,2002,10cent,French
19356,2002,10cent,French
19357,2002,10cent,French
19358,2002,10cent,French
19359,2002,20cent,French
19360,2002,20cent,French
19361,2002,50cent,French
19362,2002,50cent,French
19363,2002,50cent,French
19364,2002,1euro,French
19365,2002,1euro,French
19366,2002,1euro,French
19367,2002,50cent,French
19368,2002,50cent,French
19369,2002,50cent,French
19370,2002,50cent,French
19371,2002,1euro,French
19372,2002,1euro,French
19373,2002,2euro,French
19374,2002,2euro,French
19375,2002,2euro,French
19376,2002,2euro,French
19377,2002,2euro,French
19378,2002,2euro,French
19379,2002,10cent,French
19380,2002,10cent,French
19381,2002,10cent,French
19382,2002,20cent,French
19383,2002,20cent,French
19384,2002,50cent,French
19385,2002,50cent,French
19386,2002,50cent,French
19387,2002,50cent,French
19388,2002,50cent,French
19389,2002,50cent,French
19390,2002,1euro,French
19391,2002,1euro,French
19392,2002,1euro,French
19393,2002,1euro,French
19394,2002,1euro,French
19395,2002,1euro,French
19396,2002,1euro,French
19397,2002,1euro,French
19398,2002,1euro,French
19399,2002,2euro,French
19400,2002,2euro,French
19401,2002,2cent,French
19402,2002,2cent,French
19403,2002,2cent,French
19404,2002,5cent,French
19405,2002,5cent,French
19406,2002,10cent,French
19407,2002,10cent,French
19408,2002,10cent,French
19409,2002,10cent,French
19410,2002,10cent,French
19411,2002,10cent,French
19412,2002,10cent,French
19413,2002,10cent,French
19414,2002,10cent,French
19415,2002,10cent,French
19416,2002,10cent,French
19417,2002,10cent,French
19418,2002,10cent,French
19419,2002,10cent,French
19420,2002,10cent,French
19421,2002,10cent,French
19422,2002,10cent,French
19423,2002,10cent,French
19424,2002,10cent,French
19425,2002,10cent,French
19426,2002,10cent,French
19427,2002,10cent,French
19428,2002,10cent,French
19429,2002,20cent,French
19430,2002,20cent,French
19431,2002,20cent,French
19432,2002,20cent,French
19433,2002,20cent,French
19434,2002,20cent,French
19435,2002,20cent,French
19436,2002,20cent,French
19437,2002,20cent,French
19438,2002,20cent,French
19439,2002,20cent,French
19440,2002,20cent,French
19441,2002,20cent,French
19442,2002,50cent,French
19443,2002,50cent,French
19444,2002,1euro,French
19445,2002,2euro,French
19446,2002,1cent,French
19447,2002,1cent,French
19448,2002,1cent,French
19449,2002,1cent,French
19450,2002,1cent,French
19451,2002,1cent,French
19452,2002,1cent,French
19453,2002,1cent,French
19454,2002,2cent,French
19455,2002,2cent,French
19456,2002,2cent,French
19457,2002,2cent,French
19458,2002,2cent,French
19459,2002,2cent,French
19460,2002,2cent,French
19461,2002,2cent,French
19462,2002,2cent,French
19463,2002,2cent,French
19464,2002,2cent,French
19465,2002,2cent,French
19466,2002,2cent,French
19467,2002,5cent,French
19468,2002,5cent,French
19469,2002,5cent,French
19470,2002,5cent,French
19471,2002,5cent,French
19472,2002,10cent,French
19473,2002,10cent,French
19474,2002,20cent,French
19475,2002,20cent,French
19476,2002,20cent,French
19477,2002,50cent,French
19478,2002,50cent,French
19479,2002,50cent,French
19480,2002,50cent,French
19481,2002,1euro,French
19482,2002,1euro,French
19483,2002,2euro,French
19484,2002,2euro,French
19485,2002,1cent,French
19486,2002,1cent,French
19487,2002,1cent,French
19488,2002,1cent,French
19489,2002,1cent,French
19490,2002,2cent,French
19491,2002,2cent,French
19492,2002,5cent,French
19493,2002,5cent,French
19494,2002,5cent,French
19495,2002,5cent,French
19496,2002,5cent,French
19497,2002,5cent,French
19498,2002,10cent,French
19499,2002,10cent,French
19500,2002,10cent,French
19501,2002,10cent,French
19502,2002,10cent,French
19503,2002,10cent,French
19504,2002,10cent,French
19505,2002,20cent,French
19506,2002,20cent,French
19507,2002,20cent,French
19508,2002,50cent,French
19509,2002,50cent,French
19510,2002,1euro,French
19511,2002,2cent,French
19512,2002,2cent,French
19513,2002,2cent,French
19514,2002,2cent,French
19515,2002,2cent,French
19516,2002,5cent,French
19517,2002,5cent,French
19518,2002,5cent,French
19519,2002,10cent,French
19520,2002,10cent,French
19521,2002,10cent,French
19522,2002,10cent,French
19523,2002,10cent,French
19524,2002,10cent,French
19525,2002,10cent,French
19526,2002,20cent,French
19527,2002,20cent,French
19528,2002,20cent,French
19529,2002,20cent,French
19530,2002,20cent,French
19531,2002,20cent,French
19532,2002,1euro,French
19533,2002,1euro,French
19534,2002,2euro,French
19535,2002,2euro,French
19536,2002,2euro,French
19537,2002,2euro,French
19538,2002,5cent,French
19539,2002,5cent,French
19540,2002,50cent,French
19541,2002,50cent,French
19542,2002,50cent,French
19543,2002,1euro,French
19544,2002,1euro,French
19545,2002,2euro,French
19546,2002,2euro,French
19547,2002,5cent,French
19548,2002,5cent,French
19549,2002,5cent,French
19550,2002,50cent,French
19551,2002,50cent,French
19552,2002,1euro,French
19553,2002,1euro,French
19554,2002,1euro,French
19555,2002,2euro,French
19556,2002,2euro,French
19557,2002,1cent,French
19558,2002,1cent,French
19559,2002,10cent,French
19560,2002,10cent,French
19561,2002,20cent,French
19562,2002,20cent,French
19563,2002,50cent,French
19564,2002,50cent,French
19565,2002,2euro,French
19566,2002,2euro,French
19567,2002,1cent,French
19568,2002,1cent,French
19569,2002,2cent,French
19570,2002,2cent,French
19571,2002,5cent,French
19572,2002,5cent,French
19573,2002,10cent,French
19574,2002,10cent,French
19575,2002,10cent,French
19576,2002,10cent,French
19577,2002,20cent,French
19578,2002,20cent,French
19579,2002,20cent,French
19580,2002,20cent,French
19581,2002,50cent,French
19582,2002,50cent,French
19583,2002,50cent,French
19584,2002,50cent,French
19585,2002,1euro,French
19586,2002,1euro,French
19587,2002,1euro,French
19588,2002,1euro,French
19589,2002,2euro,French
19590,2002,10cent,French
19591,2002,10cent,French
19592,2002,10cent,French
19593,2002,10cent,French
19594,2002,50cent,French
19595,2002,50cent,French
19596,2002,50cent,French
19597,2002,2euro,French
19598,2002,10cent,French
19599,2002,50cent,French
19600,2002,1cent,French
19601,2002,2cent,French
19602,2002,5cent,French
19603,2002,5cent,French
19604,2002,10cent,French
19605,2002,20cent,French
19606,2002,50cent,French
19607,2002,1euro,French
19608,2002,1euro,French
19609,2002,2euro,French
19610,2002,2euro,French
19611,2002,1cent,French
19612,2002,1cent,French
19613,2002,1cent,French
19614,2002,2cent,French
19615,2002,5cent,French
19616,2002,5cent,French
19617,2002,10cent,French
19618,2002,20cent,French
19619,2002,20cent,French
19620,2002,20cent,French
19621,2002,20cent,French
19622,2002,20cent,French
19623,2002,1cent,French
19624,2002,1cent,French
19625,2002,10cent,French
19626,2002,10cent,French
19627,2002,10cent,French
19628,2002,10cent,French
19629,2002,20cent,French
19630,2002,20cent,French
19631,2002,20cent,French
19632,2002,1euro,French
19633,2002,2euro,French
19634,2002,10cent,French
19635,2002,10cent,French
19636,2002,20cent,French
19637,2002,20cent,French
19638,2002,2euro,French
19639,2002,2euro,French
19640,2002,1cent,French
19641,2002,1cent,French
19642,2002,1cent,French
19643,2002,2cent,French
19644,2002,2cent,French
19645,2002,2cent,French
19646,2002,5cent,French
19647,2002,5cent,French
19648,2002,5cent,French
19649,2002,10cent,French
19650,2002,10cent,French
19651,2002,10cent,French
19652,2002,20cent,French
19653,2002,20cent,French
19654,2002,20cent,French
19655,2002,50cent,French
19656,2002,50cent,French
19657,2002,1euro,French
19658,2002,1euro,French
19659,2002,1euro,French
19660,2002,2euro,French
19661,2002,2euro,French
19662,2002,2euro,French
19663,2002,1cent,French
19664,2002,1cent,French
19665,2002,1cent,French
19666,2002,1cent,French
19667,2002,1cent,French
19668,2002,1cent,French
19669,2002,5cent,French
19670,2002,5cent,French
19671,2002,5cent,French
19672,2002,5cent,French
19673,2002,20cent,French
19674,2002,20cent,French
19675,2002,20cent,French
19676,2002,1euro,French
19677,2002,1euro,French
19678,2002,1euro,French
19679,2002,1euro,French
19680,2002,1euro,French
19681,2002,1cent,French
19682,2002,1cent,French
19683,2002,2cent,French
19684,2002,2cent,French
19685,2002,5cent,French
19686,2002,5cent,French
19687,2002,5cent,French
19688,2002,10cent,French
19689,2002,10cent,French
19690,2002,10cent,French
19691,2002,10cent,French
19692,2002,10cent,French
19693,2002,10cent,French
19694,2002,10cent,French
19695,2002,50cent,French
19696,2002,50cent,French
19697,2002,50cent,French
19698,2002,50cent,French
19699,2002,50cent,French
19700,2002,1euro,French
19701,2002,1euro,French
19702,2002,2euro,French
19703,2002,1cent,French
19704,2002,1cent,French
19705,2002,1cent,French
19706,2002,1cent,French
19707,2002,2cent,French
19708,2002,2cent,French
19709,2002,2cent,French
19710,2002,5cent,French
19711,2002,5cent,French
19712,2002,5cent,French
19713,2002,5cent,French
19714,2002,10cent,French
19715,2002,10cent,French
19716,2002,10cent,French
19717,2002,20cent,French
19718,2002,20cent,French
19719,2002,20cent,French
19720,2002,50cent,French
19721,2002,50cent,French
19722,2002,2euro,French
19723,2002,2euro,French
19724,2002,2euro,French
19725,2002,1cent,French
19726,2002,1cent,French
19727,2002,1cent,French
19728,2002,2cent,French
19729,2002,2cent,French
19730,2002,10cent,French
19731,2002,10cent,French
19732,2002,10cent,French
19733,2002,20cent,French
19734,2002,20cent,French
19735,2002,20cent,French
19736,2002,20cent,French
19737,2002,50cent,French
19738,2002,50cent,French
19739,2002,1euro,French
19740,2002,1euro,French
19741,2002,1euro,French
19742,2002,1euro,French
19743,2002,2euro,French
19744,2002,2euro,French
19745,2002,10cent,French
19746,2002,10cent,French
19747,2002,20cent,French
19748,2002,20cent,French
19749,2002,2euro,French
19750,2002,2euro,French
19751,2002,2euro,French
19752,2002,10cent,French
19753,2002,10cent,French
19754,2002,20cent,French
19755,2002,50cent,French
19756,2002,1euro,French
19757,2002,10cent,French
19758,2002,10cent,French
19759,2002,20cent,French
19760,2002,20cent,French
19761,2002,2euro,French
19762,2002,2euro,French
19763,2002,2euro,French
19764,2002,1cent,French
19765,2002,1cent,French
19766,2002,1cent,French
19767,2002,2cent,French
19768,2002,2cent,French
19769,2002,2cent,French
19770,2002,2cent,French
19771,2002,2cent,French
19772,2002,5cent,French
19773,2002,5cent,French
19774,2002,10cent,French
19775,2002,10cent,French
19776,2002,10cent,French
19777,2002,10cent,French
19778,2002,10cent,French
19779,2002,10cent,French
19780,2002,10cent,French
19781,2002,20cent,French
19782,2002,20cent,French
19783,2002,20cent,French
19784,2002,20cent,French
19785,2002,50cent,French
19786,2002,1euro,French
19787,2002,1euro,French
19788,2002,1euro,French
19789,2002,1euro,French
19790,2002,1euro,French
19791,2002,1euro,French
19792,2002,2euro,French
19793,2002,2euro,French
19794,2002,2cent,French
19795,2002,2cent,French
19796,2002,2cent,French
19797,2002,2cent,French
19798,2002,2cent,French
19799,2002,5cent,French
19800,2002,5cent,French
19801,2002,5cent,French
19802,2002,20cent,French
19803,2002,20cent,French
19804,2002,20cent,French
19805,2002,20cent,French
19806,2002,20cent,French
19807,2002,20cent,French
19808,2002,1cent,French
19809,2002,1cent,French
19810,2002,1cent,French
19811,2002,5cent,French
19812,2002,5cent,French
19813,2002,5cent,French
19814,2002,5cent,French
19815,2002,5cent,French
19816,2002,10cent,French
19817,2002,20cent,French
19818,2002,20cent,French
19819,2002,50cent,French
19820,2002,2euro,French
19821,2002,2euro,French
19822,2002,2euro,French
19823,2002,2euro,French
19824,2002,1cent,French
19825,2002,1cent,French
19826,2002,1cent,French
19827,2002,1cent,French
19828,2002,2cent,French
19829,2002,2cent,French
19830,2002,2cent,French
19831,2002,5cent,French
19832,2002,5cent,French
19833,2002,5cent,French
19834,2002,5cent,French
19835,2002,5cent,French
19836,2002,5cent,French
19837,2002,5cent,French
19838,2002,10cent,French
19839,2002,10cent,French
19840,2002,10cent,French
19841,2002,10cent,French
19842,2002,10cent,French
19843,2002,20cent,French
19844,2002,20cent,French
19845,2002,20cent,French
19846,2002,20cent,French
19847,2002,20cent,French
19848,2002,20cent,French
19849,2002,20cent,French
19850,2002,20cent,French
19851,2002,20cent,French
19852,2002,50cent,French
19853,2002,50cent,French
19854,2002,1euro,French
19855,2002,1euro,French
19856,2002,1euro,French
19857,2002,1euro,French
19858,2002,1euro,French
19859,2002,2euro,French
19860,2002,1cent,French
19861,2002,1cent,French
19862,2002,1cent,French
19863,2002,1cent,French
19864,2002,1cent,French
19865,2002,1cent,French
19866,2002,1cent,French
19867,2002,1cent,French
19868,2002,1cent,French
19869,2002,2cent,French
19870,2002,2cent,French
19871,2002,2cent,French
19872,2002,2cent,French
19873,2002,2cent,French
19874,2002,5cent,French
19875,2002,5cent,French
19876,2002,5cent,French
19877,2002,5cent,French
19878,2002,5cent,French
19879,2002,5cent,French
19880,2002,5cent,French
19881,2002,10cent,French
19882,2002,10cent,French
19883,2002,10cent,French
19884,2002,10cent,French
19885,2002,20cent,French
19886,2002,20cent,French
19887,2002,20cent,French
19888,2002,50cent,French
19889,2002,50cent,French
19890,2002,50cent,French
19891,2002,50cent,French
19892,2002,50cent,French
19893,2002,1euro,French
19894,2002,1cent,French
19895,2002,1cent,French
19896,2002,1cent,French
19897,2002,1cent,French
19898,2002,1cent,French
19899,2002,2cent,French
19900,2002,2cent,French
19901,2002,2cent,French
19902,2002,5cent,French
19903,2002,5cent,French
19904,2002,10cent,French
19905,2002,10cent,French
19906,2002,10cent,French
19907,2002,10cent,French
19908,2002,10cent,French
19909,2002,10cent,French
19910,2002,20cent,French
19911,2002,20cent,French
19912,2002,20cent,French
19913,2002,20cent,French
19914,2002,50cent,French
19915,2002,50cent,French
19916,2002,50cent,French
19917,2002,50cent,French
19918,2002,50cent,French
19919,2002,50cent,French
19920,2002,50cent,French
19921,2002,1euro,French
19922,2002,2euro,French
19923,2002,2euro,French
19924,2002,2euro,French
19925,2002,1cent,French
19926,2002,1cent,French
19927,2002,1cent,French
19928,2002,1cent,French
19929,2002,1cent,French
19930,2002,2cent,French
19931,2002,2cent,French
19932,2002,10cent,French
19933,2002,20cent,French
19934,2002,20cent,French
19935,2002,20cent,French
19936,2002,20cent,French
19937,2002,20cent,French
19938,2002,20cent,French
19939,2002,50cent,French
19940,2002,50cent,French
19941,2002,1euro,French
19942,2002,1euro,French
19943,2002,1euro,French
19944,2002,1euro,French
19945,2002,2euro,French
19946,2002,1cent,French
19947,2002,1cent,French
19948,2002,2cent,French
19949,2002,2cent,French
19950,2002,10cent,French
19951,2002,20cent,French
19952,2002,50cent,French
19953,2002,50cent,French
19954,2002,50cent,French
19955,2002,1euro,French
19956,2002,5cent,French
19957,2002,10cent,French
19958,2002,10cent,French
19959,2002,10cent,French
19960,2002,20cent,French
19961,2002,20cent,French
19962,2002,20cent,French
19963,2002,20cent,French
19964,2002,50cent,French
19965,2002,50cent,French
19966,2002,1euro,French
19967,2002,1euro,French
19968,2002,1cent,French
19969,2002,1cent,French
19970,2002,1cent,French
19971,2002,10cent,French
19972,2002,20cent,French
19973,2002,20cent,French
19974,2002,1euro,French
19975,2002,50cent,French
19976,2002,1euro,French
19977,2002,1euro,French
19978,2002,2euro,French
19979,2002,2euro,French
19980,2002,1cent,French
19981,2002,1cent,French
19982,2002,1cent,French
19983,2002,1cent,French
19984,2002,1cent,French
19985,2002,1cent,French
19986,2002,1cent,French
19987,2002,1cent,French
19988,2002,1cent,French
19989,2002,1cent,French
19990,2002,2cent,French
19991,2002,2cent,French
19992,2002,2cent,French
19993,2002,2cent,French
19994,2002,2cent,French
19995,2002,2cent,French
19996,2002,2cent,French
19997,2002,2cent,French
19998,2002,2cent,French
19999,2002,2cent,French
20000,2002,5cent,French
20001,2002,5cent,French
20002,2002,5cent,French
20003,2002,5cent,French
20004,2002,10cent,French
20005,2002,10cent,French
20006,2002,10cent,French
20007,2002,10cent,French
20008,2002,10cent,French
20009,2002,10cent,French
20010,2002,10cent,French
20011,2002,10cent,French
20012,2002,10cent,French
20013,2002,10cent,French
20014,2002,20cent,French
20015,2002,20cent,French
20016,2002,20cent,French
20017,2002,50cent,French
20018,2002,50cent,French
20019,2002,50cent,French
20020,2002,50cent,French
20021,2002,50cent,French
20022,2002,50cent,French
20023,2002,1euro,French
20024,2002,1euro,French
20025,2002,1euro,French
20026,2002,2euro,French
20027,2002,2euro,French
20028,2002,2euro,French
20029,2002,2euro,French
20030,2002,2euro,French
20031,2002,1cent,French
20032,2002,5cent,French
20033,2002,10cent,French
20034,2002,2euro,French
20035,2002,1cent,French
20036,2002,1cent,French
20037,2002,1cent,French
20038,2002,1cent,French
20039,2002,2cent,French
20040,2002,2cent,French
20041,2002,2cent,French
20042,2002,2cent,French
20043,2002,5cent,French
20044,2002,5cent,French
20045,2002,10cent,French
20046,2002,20cent,French
20047,2002,20cent,French
20048,2002,2euro,French
20049,2002,2euro,French
20050,2002,1cent,French
20051,2002,1cent,French
20052,2002,1cent,French
20053,2002,1cent,French
20054,2002,1cent,French
20055,2002,2cent,French
20056,2002,2cent,French
20057,2002,2cent,French
20058,2002,2cent,French
20059,2002,2cent,French
20060,2002,2cent,French
20061,2002,2cent,French
20062,2002,2cent,French
20063,2002,2cent,French
20064,2002,2cent,French
20065,2002,5cent,French
20066,2002,5cent,French
20067,2002,10cent,French
20068,2002,1euro,French
20069,2002,1euro,French
20070,2002,2euro,French
20071,2002,2euro,French
20072,2002,1cent,French
20073,2002,1cent,French
20074,2002,1cent,French
20075,2002,1cent,French
20076,2002,2cent,French
20077,2002,2cent,French
20078,2002,10cent,French
20079,2002,50cent,French
20080,2002,50cent,French
20081,2002,50cent,French
20082,2002,50cent,French
20083,2002,2euro,French
20084,2002,2euro,French
20085,2002,2euro,French
20086,2002,1cent,French
20087,2002,1cent,French
20088,2002,1cent,French
20089,2002,2cent,French
20090,2002,2cent,French
20091,2002,5cent,French
20092,2002,5cent,French
20093,2002,5cent,French
20094,2002,5cent,French
20095,2002,10cent,French
20096,2002,10cent,French
20097,2002,20cent,French
20098,2002,20cent,French
20099,2002,20cent,French
20100,2002,20cent,French
20101,2002,50cent,French
20102,2002,1euro,French
20103,2002,1euro,French
20104,2002,2euro,French
20105,2002,2euro,French
20106,2002,2euro,French
20107,2002,2cent,French
20108,2002,2cent,French
20109,2002,5cent,French
20110,2002,5cent,French
20111,2002,5cent,French
20112,2002,10cent,French
20113,2002,50cent,French
20114,2002,50cent,French
20115,2002,2euro,French
20116,2002,2euro,French
20117,2002,2euro,French
20118,2002,1cent,French
20119,2002,1cent,French
20120,2002,10cent,French
20121,2002,20cent,French
20122,2002,20cent,French
20123,2002,20cent,French
20124,2002,50cent,French
20125,2002,1cent,French
20126,2002,1cent,French
20127,2002,2cent,French
20128,2002,2cent,French
20129,2002,2cent,French
20130,2002,10cent,French
20131,2002,10cent,French
